budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.006666666666666667, 0.025819888974716113)","(0.96, 0.06324555320336757)","(0.34, 0.08493695140682714)","(0.4116666666666667, 0.04418575508442684)","(6.788599671058667, 2.2438440618494955)","(0.694874603212035, 0.3373598327684726)"
2,"(0.013333333333333334, 0.051639777949432225)","(0.98, 0.056061191058138796)","(0.64, 0.11832159566199231)","(0.5683333333333334, 0.06300982538650694)","(8.02173883348393, 0.19292894542302091)","(0.675150317128282, 0.22164891904870854)"
3,"(0.05333333333333333, 0.10600988273786192)","(0.9933333333333333, 0.025819888974716106)","(0.77, 0.09599107101332766)","(0.6466666666666666, 0.05658958342646597)","(9.945418669438611, 0.25221093594584293)","(0.6610639105900191, 0.2261546571807049)"
4,"(0.08, 0.12071217242444347)","(1.0, 0.0)","(0.8233333333333334, 0.08423323628614832)","(0.6816666666666666, 0.05129281022670118)","(11.97282632930049, 0.34550632431970396)","(0.7190246918743166, 0.33063105967399836)"
5,"(0.08, 0.12071217242444347)","(1.0, 0.0)","(0.8733333333333333, 0.06510065466717856)","(0.7066666666666667, 0.04060553563012712)","(13.946720930697241, 0.5431452463630124)","(0.6393116246637267, 0.22438065928645476)"
