budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.08, 0.15212776585113297)","(0.14666666666666667, 0.2386469797679848)","(0.006666666666666667, 0.025819888974716113)","(0.05333333333333334, 0.1302013093343571)","(0.026666666666666665, 0.07988086367179802)","(0.06266666666666666, 0.07362711715769116)","(108.30538545195013, 6.528329994154891)","(19.430179232421022, 15.390461582854734)"
2,"(0.08, 0.15212776585113297)","(0.14666666666666667, 0.23563490726929556)","(0.006666666666666667, 0.025819888974716113)","(0.07333333333333333, 0.15796322658258458)","(0.03333333333333333, 0.10465362369445673)","(0.068, 0.0802852058956959)","(107.51117589262624, 6.235614832770148)","(19.263211290786664, 15.35085795383953)"
3,"(0.08666666666666667, 0.16417180315870614)","(0.13999999999999999, 0.23543273227945902)","(0.0, 0.0)","(0.06666666666666667, 0.1447493728911492)","(0.026666666666666665, 0.07988086367179802)","(0.064, 0.07179335424874446)","(107.09293227804204, 5.955800608947859)","(19.340714267268776, 15.695897138434034)"
4,"(0.08, 0.15212776585113297)","(0.14666666666666667, 0.23563490726929556)","(0.0, 0.0)","(0.060000000000000005, 0.13522468075656266)","(0.026666666666666665, 0.07988086367179802)","(0.06266666666666666, 0.07126075524505222)","(107.04224404121439, 6.2200967582034075)","(19.18705150963118, 15.299975137924312)"
5,"(0.08, 0.15212776585113297)","(0.13999999999999999, 0.23543273227945902)","(0.006666666666666667, 0.025819888974716113)","(0.07333333333333333, 0.1486446705914413)","(0.026666666666666665, 0.07988086367179802)","(0.06533333333333334, 0.0753910440557068)","(106.43562737448762, 6.079797734754054)","(19.216590680989125, 15.37485394361546)"
