budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.10666666666666667, 0.15796322658258458)","(0.17333333333333334, 0.24630604269214887)","(0.04666666666666667, 0.10600988273786192)","(0.08, 0.13201731488169052)","(0.04666666666666667, 0.0915475416434127)","(0.09066666666666667, 0.09467739711150451)","(108.30538545195013, 6.528329994154891)","(19.430179232421022, 15.390461582854734)"
2,"(0.16, 0.1992844341996778)","(0.18, 0.21447610589527216)","(0.05333333333333334, 0.0990430401872025)","(0.11333333333333333, 0.1846489590960049)","(0.1, 0.17320508075688776)","(0.12133333333333333, 0.12385859833274547)","(107.51117589262624, 6.235614832770148)","(19.263211290786664, 15.35085795383953)"
3,"(0.14666666666666667, 0.16846647257229666)","(0.17333333333333334, 0.21865389045137937)","(0.03333333333333333, 0.06172133998483677)","(0.09333333333333334, 0.1279880946844369)","(0.10666666666666666, 0.17511900715418263)","(0.11066666666666668, 0.10686885599159551)","(107.09293227804204, 5.955800608947859)","(19.340714267268776, 15.695897138434034)"
4,"(0.16, 0.17647338933351153)","(0.18, 0.21111946516469904)","(0.04666666666666667, 0.10600988273786194)","(0.12666666666666668, 0.2086236073022646)","(0.09333333333333334, 0.1334523278535216)","(0.12133333333333333, 0.12385859833274547)","(107.04224404121439, 6.2200967582034075)","(19.18705150963118, 15.299975137924312)"
5,"(0.16, 0.20632844828435212)","(0.16666666666666666, 0.21930626551751342)","(0.03333333333333333, 0.06172133998483677)","(0.12000000000000001, 0.1820517979665599)","(0.08666666666666667, 0.15976172734359603)","(0.11333333333333334, 0.12865605680410447)","(106.43562737448762, 6.079797734754054)","(19.216590680989125, 15.37485394361546)"
