budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.17333333333333334, 0.31274514194392183)","(0.12666666666666668, 0.19073791542572854)","(0.12666666666666668, 0.3172801075810878)","(0.1, 0.22990681342044403)","(0.08, 0.21111946516469907)","(0.12133333333333333, 0.21705386647646008)","(1.1203389425878414, 0.39004846942800936)","(46.3380300686035, 37.26582311859787)"
2,"(0.2, 0.34434202266268427)","(0.16, 0.23543273227945904)","(0.2, 0.39821028185046725)","(0.12666666666666668, 0.22824381283013587)","(0.14, 0.2667261838343906)","(0.16533333333333333, 0.26570302075455454)","(2.3452032794089366, 0.5879623287569434)","(45.829138562327714, 36.66648017655691)"
3,"(0.25333333333333335, 0.3583028779970269)","(0.18, 0.2336052836975837)","(0.24, 0.38692930325097596)","(0.12666666666666668, 0.24043611170022652)","(0.16666666666666666, 0.2819996622760558)","(0.19333333333333333, 0.26084113026533073)","(3.388660111107553, 0.7127775545568061)","(45.70923654679985, 36.58665314454606)"
4,"(0.26666666666666666, 0.3754362541795624)","(0.23333333333333334, 0.3132015933791495)","(0.25333333333333335, 0.39797104465143235)","(0.20666666666666667, 0.28900486072695997)","(0.10666666666666667, 0.17915143899851346)","(0.21333333333333335, 0.26149751888106393)","(4.2055259340326305, 0.8407635032925385)","(45.794807539585356, 36.68109354231479)"
5,"(0.25333333333333335, 0.341983012666391)","(0.12666666666666668, 0.15796322658258455)","(0.21333333333333335, 0.3777124126457412)","(0.15333333333333335, 0.1846489590960049)","(0.10666666666666666, 0.17915143899851346)","(0.17066666666666666, 0.1756403251235997)","(5.110926486446988, 1.0560308536195127)","(45.82994443380351, 36.68701383234929)"
