budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.0, 0.0)","(0.6799999999999999, 0.161245154965971)","(0.006666666666666667, 0.025819888974716113)","(0.060000000000000005, 0.11212238211627763)","(0.17333333333333334, 0.14375905768565217)","(0.184, 0.05865151319446072)","(141.35843374294538, 21.772793089543864)","(24.525573636963962, 6.758065376841522)"
2,"(0.0, 0.0)","(0.7866666666666667, 0.10600988273786195)","(0.04, 0.050709255283711)","(0.18666666666666668, 0.13557637102737477)","(0.32, 0.14735767952260145)","(0.26666666666666666, 0.05485912694824636)","(143.60658430277059, 21.637243808929586)","(24.48955205741028, 6.1365754474397125)"
3,"(0.0, 0.0)","(0.8, 0.1362770287738494)","(0.04666666666666667, 0.06399404734221845)","(0.2, 0.16035674514745463)","(0.3333333333333333, 0.1632993161855452)","(0.276, 0.05961783050636541)","(142.93251025968542, 20.54826170621376)","(64.6025783756127, 35.25126735523821)"
4,"(0.02666666666666667, 0.04577377082170635)","(0.86, 0.09856107606091624)","(0.09333333333333334, 0.10327955589886445)","(0.23333333333333334, 0.12909944487358055)","(0.42, 0.16987390281365425)","(0.32666666666666666, 0.06443897075823724)","(140.366779546688, 19.67423163092934)","(90.64878015909343, 4.954286474196155)"
5,"(0.02, 0.041403933560541256)","(0.86, 0.0828078671210825)","(0.1, 0.10690449676496976)","(0.3466666666666667, 0.21336309316235907)","(0.44, 0.1594633858557237)","(0.35333333333333333, 0.05589105048046175)","(140.5038895289724, 19.871556861203782)","(89.68816041251024, 5.027360495315832)"
