budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.0, 0.0)","(0.9466666666666667, 0.07432233529572063)","(0.05333333333333334, 0.07432233529572066)","(0.19333333333333333, 0.19073791542572854)","(0.32, 0.1740279123753264)","(0.3026666666666667, 0.05496319114600589)","(13.6060382200405, 3.201050527602029)","(2.0822402615100146, 1.4841993785466694)"
2,"(0.0, 0.0)","(0.9466666666666667, 0.15976172734359603)","(0.10666666666666667, 0.09611501047232549)","(0.7733333333333333, 0.16242214252050854)","(0.5599999999999999, 0.18439088914585774)","(0.47733333333333333, 0.07704049646282206)","(13.213330647038918, 0.3926906376189888)","(1.7170501358186205, 0.9001132101922038)"
3,"(0.006666666666666667, 0.025819888974716113)","(0.98, 0.056061191058138796)","(0.17333333333333334, 0.09611501047232549)","(0.9400000000000001, 0.08280786712108251)","(0.7533333333333333, 0.1807392228230128)","(0.5706666666666667, 0.045898438608156004)","(14.40683703913043, 2.880166062266449)","(1.8192718957240384, 1.3573027255246068)"
4,"(0.013333333333333334, 0.035186577527449844)","(0.9933333333333333, 0.025819888974716106)","(0.22, 0.12071217242444347)","(0.9733333333333334, 0.05936168397046636)","(0.8333333333333334, 0.09759000729485333)","(0.6066666666666667, 0.0418614494777827)","(14.050485624062519, 0.4817809625471182)","(1.8421895387892921, 1.3671021980271127)"
5,"(0.02, 0.056061191058138816)","(0.9866666666666667, 0.05163977794943221)","(0.2733333333333333, 0.13345232785352157)","(0.98, 0.056061191058138796)","(0.8466666666666667, 0.12459458063579461)","(0.6213333333333333, 0.05629852404391975)","(14.33162358365953, 0.8148762155726667)","(1.8560563533877332, 1.3555350711272551)"
