,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(1.0, 0.0)","(0.07333333333333333, 0.09611501047232549)","(0.20666666666666667, 0.1162919151265879)","(0.44, 0.18047556225547148)","(0.34400000000000003, 0.0408481508586549)","(288.21793297243613, 16.180258202992434)","(4.036076086200774, 3.026096511973247)"
1,2,"(0.0, 0.0)","(1.0, 0.0)","(0.14666666666666667, 0.10600988273786194)","(0.9400000000000001, 0.08280786712108248)","(0.7733333333333333, 0.15337473561121312)","(0.572, 0.031892677171144725)","(286.11221486162395, 12.27544705605089)","(3.8600513726162413, 2.6750047745812933)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.20666666666666667, 0.12227992865708155)","(0.9933333333333333, 0.025819888974716106)","(0.8866666666666667, 0.11254628677422755)","(0.6173333333333333, 0.03369329451445934)","(288.0571708485484, 9.22725546077192)","(3.845283609939118, 2.7313852518842876)"
3,4,"(0.0, 0.0)","(1.0, 0.0)","(0.26666666666666666, 0.14960264830861913)","(1.0, 0.0)","(0.9400000000000001, 0.08280786712108251)","(0.6413333333333333, 0.02972893411828827)","(247.9449312171278, 16.612045225860435)","(3.776553954153011, 2.9424884350925646)"
4,5,"(0.0, 0.0)","(1.0, 0.0)","(0.32, 0.15675276256394516)","(1.0, 0.0)","(0.9466666666666667, 0.07432233529572063)","(0.6533333333333333, 0.029920529661723826)","(237.93100072940192, 1.5354953043047461)","(3.813203392829746, 2.916856994545233)"
