budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.0, 0.0)","(0.013333333333333334, 0.035186577527449844)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0026666666666666666, 0.007037315505489968)","(24.605070563896636, 1.8424983801300472)","(5.729930286402426, 0.9056366277661251)"
2,"(0.0, 0.0)","(0.03333333333333333, 0.06172133998483677)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.006666666666666667, 0.012344267996967353)","(31.46626693197953, 3.2374048529659714)","(5.677483405339687, 0.9021902655943606)"
3,"(0.0, 0.0)","(0.02666666666666667, 0.05936168397046637)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.005333333333333333, 0.011872336794093274)","(38.56737122903384, 4.822464864755427)","(5.688705346135733, 0.8925773167038797)"
4,"(0.0, 0.0)","(0.04, 0.07367883976130073)","(0.0, 0.0)","(0.0, 0.0)","(0.006666666666666667, 0.025819888974716113)","(0.009333333333333334, 0.018309508328682538)","(46.92094230414174, 6.803533709588401)","(5.6784258445317395, 0.9021785683414059)"
5,"(0.0, 0.0)","(0.060000000000000005, 0.11212238211627763)","(0.0, 0.0)","(0.0, 0.0)","(0.006666666666666667, 0.025819888974716113)","(0.013333333333333334, 0.022253945610567472)","(54.845828043782, 8.076716666854324)","(5.680172799929278, 0.9066722829588889)"
