budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.02, 0.056061191058138816)","(0.5, 0.22677868380553634)","(0.026666666666666665, 0.07988086367179802)","(0.47333333333333333, 0.20517124090680472)","(0.21333333333333335, 0.15522640914238175)","(0.24666666666666667, 0.10244626930854094)","(11.201297800661996, 1.035851272690749)","(2.4242674019963792, 0.6827504548727054)"
2,"(0.013333333333333334, 0.035186577527449844)","(0.3933333333333333, 0.24043611170022652)","(0.04, 0.08280786712108251)","(0.43333333333333335, 0.17182493859684492)","(0.18, 0.15675276256394516)","(0.212, 0.08645395140932377)","(13.642266635585111, 0.4838250342696532)","(2.443509698535005, 0.730634504823716)"
3,"(0.02666666666666667, 0.05936168397046637)","(0.5533333333333333, 0.20998866182543785)","(0.05333333333333334, 0.0833809387832792)","(0.5533333333333333, 0.20998866182543782)","(0.20666666666666667, 0.13345232785352157)","(0.2786666666666667, 0.0863437206474107)","(16.276701633356666, 0.8312207524986552)","(2.2067409252010597, 0.48463413658688226)"
4,"(0.02, 0.07745966692414834)","(0.32, 0.23052734575936354)","(0.03333333333333333, 0.0723746864455746)","(0.49333333333333335, 0.17511900715418263)","(0.2, 0.17728105208558367)","(0.21333333333333335, 0.10681537253375008)","(18.76127335698111, 0.9085005922990607)","(2.365897761793652, 0.5567717528773459)"
5,"(0.013333333333333334, 0.051639777949432225)","(0.5333333333333333, 0.22572634084745394)","(0.04, 0.07367883976130073)","(0.6333333333333333, 0.17994708216848745)","(0.23333333333333334, 0.14960264830861913)","(0.2906666666666667, 0.08413141647503172)","(20.877339295088312, 1.4210875645116035)","(2.242691635270603, 0.542796155908371)"
