budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.02666666666666667, 0.05936168397046637)","(0.3933333333333333, 0.22824381283013587)","(0.2866666666666667, 0.30441200151548997)","(0.25333333333333335, 0.19591057240729093)","(0.18666666666666668, 0.2642149197330155)","(0.22933333333333333, 0.17628980469129585)","(0.19229306653530026, 0.1972732504745456)","(1.7928188296675216, 0.6166469404924618)"
2,"(0.03333333333333333, 0.048795003647426664)","(0.6066666666666667, 0.17915143899851346)","(0.46, 0.19566735620873066)","(0.45999999999999996, 0.2443650664769531)","(0.4533333333333333, 0.17674302033770733)","(0.4026666666666667, 0.0949786943527462)","(0.22427198718845223, 0.051677130012615806)","(1.7816737146058585, 0.39826026986589597)"
3,"(0.1, 0.19272482233188631)","(0.6666666666666666, 0.1759328876372492)","(0.5133333333333333, 0.20998866182543785)","(0.4666666666666667, 0.17994708216848745)","(0.47333333333333333, 0.23744673588186546)","(0.444, 0.11617720455038871)","(0.3606962602546749, 0.1171167452398015)","(1.7422928726708051, 0.44759011250992664)"
4,"(0.13333333333333333, 0.20930724738891343)","(0.7, 0.16903085094570333)","(0.6466666666666666, 0.16417180315870614)","(0.5466666666666666, 0.19223002094465097)","(0.4866666666666667, 0.20307165050320353)","(0.5026666666666667, 0.11658636692332837)","(0.4949470795264157, 0.08799424086065949)","(1.6759586753323674, 0.39069882946888906)"
5,"(0.22, 0.27044936151312526)","(0.6466666666666666, 0.188477610139267)","(0.62, 0.20770858707058104)","(0.6066666666666667, 0.17511900715418263)","(0.5333333333333333, 0.1543033499620919)","(0.5253333333333333, 0.13255008038293983)","(0.6905970056677082, 0.09938199786523916)","(1.696980273867181, 0.4249059234200656)"
