budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(1.0, 0.0)","(0.63, 0.10141851056742199)","(0.565, 0.05070925528371099)","(1154.9937702809461, 39.70585972014483)","(1.653394594307368, 0.5193193730801878)"
2,"(0.0, 0.0)","(1.0, 0.0)","(0.76, 0.10212037714663724)","(0.63, 0.0510601885733186)","(1100.501699753261, 38.335828876340074)","(1.669856764189899, 0.45483084969979554)"
3,"(0.0, 0.0)","(1.0, 0.0)","(0.85, 0.10856202966836187)","(0.6749999999999999, 0.05428101483418094)","(1048.2266469820015, 29.432869253978197)","(1.4729324982035905, 0.4102184447938483)"
4,"(0.0, 0.0)","(1.0, 0.0)","(0.8833333333333333, 0.09193683131575155)","(0.6916666666666667, 0.045968415657875766)","(1013.2058787671383, 44.98199462570519)","(1.5826653639397894, 0.41431453338849716)"
5,"(0.0, 0.0)","(1.0, 0.0)","(0.92, 0.06761234037828132)","(0.71, 0.03380617018914066)","(997.2684874830535, 36.87563207828702)","(1.532137829476657, 0.333395038960416)"
