budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.67, 0.13732131246511903)","(0.5833333333333334, 0.07113032974423646)","(129.48966910879827, 3.386609831671633)","(2.26059170513181, 0.4889239249821608)"
2,"(0.0, 0.0)","(1.0, 0.0)","(0.7866666666666666, 0.08755950357709132)","(0.6433333333333333, 0.04377975178854566)","(178.72152344260442, 4.837354200688571)","(2.475060798600316, 0.6498445022671795)"
3,"(0.0, 0.0)","(1.0, 0.0)","(0.8766666666666667, 0.09036961141150637)","(0.6883333333333334, 0.04518480570575319)","(226.9910117542992, 8.314662489212886)","(2.5828299826787164, 0.5408974348491581)"
4,"(0.0, 0.0)","(1.0, 0.0)","(0.8833333333333333, 0.07943251103624892)","(0.6916666666666667, 0.03971625551812445)","(275.7265184811627, 12.030316833379876)","(2.450206250080373, 0.6247105992634567)"
5,"(0.0, 0.0)","(1.0, 0.0)","(0.9333333333333333, 0.06454972243679027)","(0.7166666666666667, 0.032274861218395144)","(324.9912465327148, 15.062026938711625)","(2.620129361127814, 0.5260589423238502)"
