budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(1.0, 0.0)","(0.6366666666666667, 0.09536895771286427)","(0.5683333333333334, 0.04768447885643213)","(1154.9937702809461, 39.70585972014483)","(1.653394594307368, 0.5193193730801878)"
2,"(0.0, 0.0)","(1.0, 0.0)","(0.7633333333333333, 0.10258562045340236)","(0.6316666666666667, 0.05129281022670117)","(1100.501699753261, 38.335828876340074)","(1.669856764189899, 0.45483084969979554)"
3,"(0.0, 0.0)","(1.0, 0.0)","(0.8566666666666667, 0.10668154658117954)","(0.6783333333333333, 0.05334077329058977)","(1048.2266469820015, 29.432869253978197)","(1.4729324982035905, 0.4102184447938483)"
4,"(0.0, 0.0)","(1.0, 0.0)","(0.88, 0.09023778112773576)","(0.69, 0.04511889056386787)","(1013.2058787671383, 44.98199462570519)","(1.5826653639397894, 0.41431453338849716)"
5,"(0.0, 0.0)","(1.0, 0.0)","(0.9166666666666666, 0.0587569651393003)","(0.7083333333333334, 0.02937848256965015)","(997.2684874830535, 36.87563207828702)","(1.532137829476657, 0.333395038960416)"
