budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(0.47333333333333333, 0.1709915063331955)","(0.08333333333333333, 0.05563486402641868)","(0.16, 0.05809475019311125)","(0.11349946715248128, 0.02609169615247991)","(1.7125464662443846, 0.6296596008256707)"
2,"(0.0, 0.0)","(0.5466666666666666, 0.15976172734359603)","(0.22, 0.06491753010001007)","(0.24666666666666667, 0.04805750523616275)","(0.23689425407598416, 0.009833947706566403)","(1.6046076219839354, 0.33601996949693264)"
3,"(0.0, 0.0)","(0.6, 0.2138089935299395)","(0.26666666666666666, 0.10465362369445672)","(0.2833333333333333, 0.07175520555199828)","(0.39978103518175584, 0.019052589208652798)","(1.61087916623801, 0.489697982566948)"
4,"(0.0, 0.0)","(0.54, 0.18439088914585774)","(0.30666666666666664, 0.09795528620364546)","(0.28833333333333333, 0.04616223977400122)","(0.617353871325031, 0.038143732552053694)","(1.6170459291587274, 0.33440572693681486)"
5,"(0.0, 0.0)","(0.58, 0.11464230084422215)","(0.38666666666666666, 0.10082988974836116)","(0.3383333333333333, 0.06605372993325385)","(0.9146203996613622, 0.09228846378926986)","(1.6319669511479635, 0.35821023155641224)"
