,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.5533333333333333, 0.10600988273786192)","(0.08333333333333334, 0.06172133998483676)","(0.18, 0.03683941988065036)","(0.03540738772717304, 0.013910214762132564)","(1.6990340725322313, 0.4380526745841506)"
1,2,"(0.0, 0.0)","(0.52, 0.15212776585113297)","(0.21, 0.1038542935352905)","(0.23500000000000001, 0.07058429610857402)","(0.05708194946516111, 0.00968636292667637)","(1.7410318020665727, 0.3627845389385299)"
2,3,"(0.0, 0.0)","(0.52, 0.13732131246511903)","(0.2866666666666667, 0.12021805585011326)","(0.2733333333333333, 0.07100469468046931)","(0.0861466295963813, 0.007706510788902234)","(1.6328823323999435, 0.42566380643697965)"
3,4,"(0.0, 0.0)","(0.48666666666666664, 0.11872336794093272)","(0.22333333333333333, 0.10153582525160176)","(0.23333333333333334, 0.04190408549237629)","(0.11362782606544594, 0.017038941279458528)","(1.5674260236662425, 0.2292727120958964)"
4,5,"(0.0, 0.0)","(0.48666666666666664, 0.14074631010979935)","(0.2733333333333333, 0.11781745363464778)","(0.25833333333333336, 0.07049991556901394)","(0.1411970298012117, 0.018114756302721288)","(1.6523629765334287, 0.5114135639600955)"
