budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(1.0, 0.0)","(0.5433333333333333, 0.1293757907728306)","(0.5216666666666667, 0.06468789538641531)","(79.54251166292622, 2.8514354224212584)","(2.6839741995267103, 1.6551138027336743)"
2,"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.7533333333333333, 0.10082988974836116)","(0.625, 0.048181205582971585)","(79.62659648708843, 2.005341425088076)","(2.4327209887385832, 0.5088168530073508)"
3,"(0.0, 0.0)","(1.0, 0.0)","(0.81, 0.10212037714663723)","(0.655, 0.05106018857331861)","(79.60711073859905, 2.130195795134719)","(2.37357831633999, 0.4312164942767214)"
4,"(0.0, 0.0)","(1.0, 0.0)","(0.8466666666666667, 0.08549575316659774)","(0.6733333333333333, 0.04274787658329887)","(79.3907920755737, 2.1622563652638997)","(2.226024957736566, 0.5028102108230619)"
5,"(0.0, 0.0)","(1.0, 0.0)","(0.85, 0.09063269671749657)","(0.675, 0.04531634835874829)","(79.21361862871176, 2.021948171142684)","(2.3761192321990774, 0.6192221317100519)"
