budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(1.0, 0.0)","(0.55, 0.11952286093343938)","(0.525, 0.05976143046671968)","(79.54251166292622, 2.8514354224212584)","(2.6839741995267103, 1.6551138027336743)"
2,"(0.0, 0.0)","(1.0, 0.0)","(0.7566666666666667, 0.10153582525160175)","(0.6283333333333333, 0.05076791262580088)","(79.62659648708843, 2.005341425088076)","(2.4327209887385832, 0.5088168530073508)"
3,"(0.0, 0.0)","(1.0, 0.0)","(0.8166666666666667, 0.09940297973880047)","(0.6583333333333333, 0.049701489869400234)","(79.60711073859905, 2.130195795134719)","(2.37357831633999, 0.4312164942767214)"
4,"(0.0, 0.0)","(1.0, 0.0)","(0.8533333333333333, 0.08121107126025426)","(0.6766666666666666, 0.04060553563012712)","(79.3907920755737, 2.1622563652638997)","(2.226024957736566, 0.5028102108230619)"
5,"(0.0, 0.0)","(1.0, 0.0)","(0.8533333333333333, 0.08549575316659776)","(0.6766666666666666, 0.04274787658329887)","(79.21361862871176, 2.021948171142684)","(2.3761192321990774, 0.6192221317100519)"
