,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.18666666666666668, 0.11254628677422755)","(0.0, 0.0)","(0.0, 0.0)","(0.02666666666666667, 0.04577377082170635)","(0.042666666666666665, 0.021201976547572388)","(4352.575924300154, 118.05904660483516)","(4.026417247733722, 0.8551313856109102)"
1,2,"(0.0, 0.0)","(0.24666666666666667, 0.14573295865416044)","(0.0, 0.0)","(0.013333333333333334, 0.035186577527449844)","(0.06666666666666667, 0.09759000729485333)","(0.06533333333333333, 0.0324844285041017)","(4044.1422314191236, 157.08268334140337)","(3.9486870960022014, 0.6666209299799207)"
2,3,"(0.0, 0.0)","(0.2866666666666667, 0.16846647257229663)","(0.0, 0.0)","(0.006666666666666667, 0.025819888974716113)","(0.1, 0.08451542547285167)","(0.07866666666666666, 0.03159264531651692)","(3882.4248297515323, 145.57255895235852)","(3.9517866712373992, 0.6779514445678987)"
3,4,"(0.0, 0.0)","(0.4066666666666667, 0.10327955589886445)","(0.006666666666666667, 0.025819888974716113)","(0.006666666666666667, 0.025819888974716113)","(0.18, 0.10823255385643321)","(0.12000000000000001, 0.030237157840738178)","(3765.5505790610177, 169.90839968688746)","(3.98387460152929, 0.7030822825498405)"
4,5,"(0.0, 0.0)","(0.36, 0.13522468075656263)","(0.0, 0.0)","(0.03333333333333333, 0.06172133998483677)","(0.2, 0.15118578920369088)","(0.11866666666666667, 0.04172472146045293)","(3728.7884451234713, 149.58077927715516)","(3.959235281838725, 0.6782135857264462)"
