,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.006666666666666667, 0.025819888974716113)","(0.72, 0.3726354020448713)","(0.2, 0.18126539343499315)","(0.05333333333333333, 0.18073922282301277)","(0.5333333333333333, 0.18771812708978117)","(0.3026666666666667, 0.09647106647418523)","(11.880376348023614, 0.1757529534832705)"
1,2,"(0.09333333333333334, 0.23744673588186546)","(0.7066666666666667, 0.40964560757992247)","(0.31333333333333335, 0.2065591117977289)","(0.16, 0.3180296482135858)","(0.72, 0.17402791237532642)","(0.39866666666666667, 0.17377599154686255)","(23.73167180083692, 0.3560736102710891)"
2,3,"(0.12, 0.290811671999988)","(0.7066666666666667, 0.40964560757992247)","(0.32, 0.20770858707058104)","(0.22, 0.34475664294853386)","(0.74, 0.11832159566199234)","(0.42133333333333334, 0.18243850888397856)","(35.57858521255354, 0.5350609060770526)"
3,4,"(0.19333333333333333, 0.35550098787619755)","(0.7666666666666667, 0.3394673699166022)","(0.36666666666666664, 0.19880595947760096)","(0.29333333333333333, 0.36735865438612025)","(0.8133333333333334, 0.15976172734359603)","(0.4866666666666667, 0.18832595855767378)","(47.432113913819194, 0.7077072522979101)"
4,5,"(0.26, 0.3418437404094784)","(0.78, 0.3468223093829379)","(0.37333333333333335, 0.1667618775665584)","(0.36, 0.3418437404094784)","(0.7666666666666666, 0.13451854182690987)","(0.508, 0.18044389709823938)","(59.27560919957856, 0.8864638507856661)"
