,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.04666666666666667, 0.10600988273786192)","(0.6866666666666666, 0.4015446366695678)","(0.17333333333333334, 0.10327955589886445)","(0.09333333333333334, 0.19808608037440498)","(0.56, 0.11832159566199232)","(0.312, 0.10658330075579382)","(17.26622405058394, 0.3757460534513485)"
1,2,"(0.06666666666666667, 0.16329931618554522)","(0.72, 0.3745473458532503)","(0.23333333333333334, 0.13972762620115436)","(0.14666666666666667, 0.3136573805618997)","(0.7133333333333334, 0.12459458063579462)","(0.376, 0.1314099365671083)","(17.920430434246857, 0.4056915215676753)"
2,3,"(0.13999999999999999, 0.25298221281347033)","(0.7066666666666667, 0.38446004188930194)","(0.18, 0.10823255385643321)","(0.18666666666666668, 0.30674947122242624)","(0.6333333333333333, 0.1877181270897812)","(0.36933333333333335, 0.1608667002151012)","(18.53128685199966, 0.5360473487605818)"
3,4,"(0.19999999999999998, 0.28784916685156975)","(0.7866666666666666, 0.3226379365406959)","(0.15333333333333335, 0.09154754164341268)","(0.3, 0.36055512754639896)","(0.7533333333333333, 0.188477610139267)","(0.43866666666666665, 0.17880023436652373)","(19.11879523868362, 0.6106631983368223)"
4,5,"(0.19333333333333333, 0.2914659173083209)","(0.7666666666666667, 0.3199702367110922)","(0.25333333333333335, 0.1302013093343571)","(0.2733333333333333, 0.3614784456460256)","(0.6666666666666666, 0.1759328876372492)","(0.4306666666666667, 0.17018757159031772)","(19.37208400374899, 0.7788508654206653)"
