,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.7133333333333334, 0.30674947122242624)","(0.060000000000000005, 0.0632455532033676)","(0.09333333333333334, 0.26313132697969516)","(0.5866666666666667, 0.2065591117977289)","(0.2906666666666667, 0.0696385224536234)","(4517.457000685856, 223.83862625153557)"
1,2,"(0.04, 0.15491933384829668)","(0.6933333333333334, 0.4043807729403186)","(0.03333333333333333, 0.06172133998483677)","(0.06666666666666667, 0.23196879921559238)","(0.62, 0.12649110640673517)","(0.2906666666666667, 0.11535452599125302)","(4135.984644305519, 254.59696648944757)"
2,3,"(0.06, 0.18047556225547148)","(0.7333333333333334, 0.37161167647860327)","(0.02, 0.041403933560541256)","(0.07333333333333333, 0.15796322658258455)","(0.68, 0.152127765851133)","(0.31333333333333335, 0.10893423092245462)","(3910.14188505883, 269.7253918925429)"
3,4,"(0.03333333333333333, 0.10465362369445673)","(0.7666666666666667, 0.3244042158143066)","(0.02666666666666667, 0.04577377082170635)","(0.12, 0.20071301473923978)","(0.6799999999999999, 0.18593393604027367)","(0.32533333333333336, 0.11375830686570709)","(3799.5668709410356, 176.76777521705236)"
4,5,"(0.06, 0.18047556225547148)","(0.66, 0.3996426975615665)","(0.04666666666666667, 0.06399404734221845)","(0.09333333333333334, 0.18309508328682536)","(0.6866666666666666, 0.10600988273786195)","(0.30933333333333335, 0.09996189750290334)","(3744.4469822930173, 164.58328980885778)"
