,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.026666666666666665, 0.07988086367179802)","(0.6933333333333334, 0.3575045787252575)","(0.16, 0.11212238211627762)","(0.09333333333333332, 0.22824381283013587)","(0.5533333333333333, 0.16846647257229663)","(0.30533333333333335, 0.11475854569278843)","(387.0537770895908, 33.3948449016665)"
1,2,"(0.16, 0.25298221281347033)","(0.6933333333333334, 0.3788453636034227)","(0.20666666666666667, 0.17915143899851346)","(0.24000000000000002, 0.3418437404094784)","(0.64, 0.17647338933351153)","(0.388, 0.18233407329875095)","(709.842056641231, 62.53345093029329)"
2,3,"(0.2733333333333333, 0.34323391995769276)","(0.7333333333333333, 0.3559026084010437)","(0.2, 0.10690449676496976)","(0.3666666666666667, 0.36774732526300613)","(0.72, 0.14735767952260145)","(0.45866666666666667, 0.18290773109750744)","(992.0045650164907, 107.66088808698422)"
3,4,"(0.33333333333333337, 0.38110116142317807)","(0.7666666666666667, 0.26095064302514775)","(0.14, 0.09856107606091623)","(0.5066666666666667, 0.41138557976440454)","(0.72, 0.1424279266355945)","(0.49333333333333335, 0.192230020944651)","(1283.1810288947077, 113.30985471182987)"
4,5,"(0.3333333333333333, 0.3754362541795624)","(0.8066666666666666, 0.2914659173083209)","(0.20666666666666667, 0.12227992865708155)","(0.5133333333333333, 0.43730778090275874)","(0.8066666666666666, 0.11629191512658792)","(0.5333333333333333, 0.1947403643927204)","(1585.7283229852717, 133.37193264703046)"
