,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.006666666666666667, 0.025819888974716113)","(0.9, 0.13093073414159542)","(0.2866666666666667, 0.1394717926764439)","(0.37, 0.08248376463626904)","(0.26041545599776633, 0.015499464299901317)","(0.9001399795951632, 0.3731250543180277)"
1,2,"(0.006666666666666667, 0.025819888974716113)","(0.96, 0.0736788397613007)","(0.54, 0.12421180068162377)","(0.5116666666666667, 0.065374379720266)","(0.48201187964684017, 0.01912381686783656)","(0.8633626217837446, 0.2765395306401956)"
2,3,"(0.013333333333333334, 0.035186577527449844)","(0.9666666666666667, 0.08164965809277261)","(0.6433333333333333, 0.12798809468443686)","(0.5666666666666667, 0.07175520555199828)","(0.6918574632572321, 0.02427783740583997)","(0.8609187299928939, 0.28935601645356984)"
3,4,"(0.04, 0.07367883976130073)","(0.98, 0.04140393356054124)","(0.72, 0.08618916073713348)","(0.615, 0.05328494829016646)","(0.9020897871349007, 0.04070159712988594)","(0.8684397611340198, 0.28577471550555034)"
4,5,"(0.05333333333333334, 0.0833809387832792)","(0.9733333333333334, 0.04577377082170634)","(0.7866666666666666, 0.08121107126025426)","(0.65, 0.050885024459910735)","(1.0771396495285444, 0.05753749980899889)","(0.842094367595079, 0.31032782472209913)"
