,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.7533333333333333, 0.20307165050320353)","(0.29333333333333333, 0.18211717839530314)","(0.335, 0.11680264184879187)","(36.618185227907574, 4.275760169272136)","(1.0098923668071318, 0.4391090987784826)"
1,2,"(0.0, 0.0)","(0.78, 0.17808505191139912)","(0.4033333333333333, 0.2048228037899612)","(0.39666666666666667, 0.12242587650531746)","(38.73327243000968, 0.26062869624337937)","(1.0301608429290354, 0.34428517688658816)"
2,3,"(0.0, 0.0)","(0.7666666666666666, 0.1877181270897812)","(0.44666666666666666, 0.21503045188553002)","(0.415, 0.1259960316835415)","(38.80204491289332, 0.39160585344553966)","(1.0103695120002765, 0.3294990019066379)"
3,4,"(0.0, 0.0)","(0.7933333333333333, 0.17511900715418263)","(0.5, 0.20959143930173157)","(0.4483333333333333, 0.1248093784632427)","(38.8681114795773, 0.39749643071559887)","(1.0203397549223154, 0.35616751516880557)"
4,5,"(0.0, 0.0)","(0.8266666666666667, 0.1279880946844369)","(0.49333333333333335, 0.19073791542572857)","(0.4533333333333333, 0.09994045846450395)","(39.032800648586516, 0.23641176429481967)","(1.0068827062573595, 0.35299264528202046)"
