,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.86, 0.1919821420266553)","(0.36, 0.13784048752090222)","(0.395, 0.09645502282707433)","(103.30759536817592, 10.85705287280821)","(1.0758963042637333, 0.4181219123695927)"
1,2,"(0.0, 0.0)","(0.9333333333333333, 0.10465362369445672)","(0.5133333333333333, 0.1469531833450303)","(0.49, 0.09344593547684596)","(100.4443192435157, 11.811211154297423)","(1.032316031989952, 0.3305327504122951)"
2,3,"(0.013333333333333334, 0.051639777949432225)","(0.9333333333333333, 0.13451854182690984)","(0.58, 0.14491376746189438)","(0.5266666666666666, 0.10541866645948068)","(97.00134285403183, 12.310319402399621)","(1.0067882574667844, 0.3319293841111417)"
3,4,"(0.013333333333333334, 0.035186577527449844)","(0.9466666666666667, 0.13557637102737474)","(0.6633333333333333, 0.15864005379054388)","(0.5716666666666667, 0.10473890440155509)","(95.73532784785299, 12.125517346656393)","(1.0418401271337643, 0.3476467145671328)"
4,5,"(0.02666666666666667, 0.05936168397046637)","(0.9400000000000001, 0.10555973258234952)","(0.72, 0.14491376746189438)","(0.6016666666666667, 0.08684276980075352)","(93.20422951250414, 11.679256779224458)","(1.0185179186635651, 0.3491487069687538)"
