,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.9533333333333334, 0.08338093878327918)","(0.35333333333333333, 0.1505545305418162)","(0.415, 0.07837638128197258)","(164.09886004029153, 17.098231635554285)","(1.1527109278637606, 0.4369269168377107)"
1,2,"(0.0, 0.0)","(0.9466666666666667, 0.0990430401872025)","(0.5133333333333333, 0.16952314071564165)","(0.49333333333333335, 0.08316649966583098)","(177.6683824457655, 76.58351717530793)","(1.1313409616006538, 0.45898135993116457)"
2,3,"(0.0, 0.0)","(0.9733333333333334, 0.07988086367179803)","(0.61, 0.145405835999994)","(0.5483333333333333, 0.07408167950374261)","(344.3784750796544, 11.127814077301977)","(1.694857943271442, 0.7292815194969025)"
3,4,"(0.006666666666666667, 0.025819888974716113)","(0.9733333333333334, 0.05936168397046636)","(0.6933333333333334, 0.14499589485157682)","(0.5916666666666667, 0.0698638131005772)","(251.2263469422236, 102.265259306782)","(1.3441341448031987, 0.41218603155736827)"
4,5,"(0.02, 0.056061191058138816)","(0.9666666666666667, 0.07237468644557457)","(0.7333333333333334, 0.11286317042372697)","(0.6133333333333333, 0.06258327785172862)","(140.69349065478116, 1.1610279553927494)","(1.0208129508653656, 0.33858468575489775)"
