,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.7733333333333333, 0.15796322658258458)","(0.16666666666666666, 0.09193683131575153)","(0.27666666666666667, 0.07037315505489969)","(13.378848409156005, 0.29023482157006264)","(1.155371517536696, 0.5428376883368096)"
1,2,"(0.0, 0.0)","(0.8333333333333334, 0.10465362369445674)","(0.33666666666666667, 0.11720962092804174)","(0.37666666666666665, 0.05936168397046637)","(13.621417336065011, 0.1813263855419267)","(1.0711142255342565, 0.365469370849476)"
2,3,"(0.0, 0.0)","(0.8266666666666667, 0.17099150633319551)","(0.42, 0.09783367810436533)","(0.4166666666666667, 0.06857390868530795)","(14.067700381126876, 0.26405596349599497)","(1.0442715789269035, 0.34487550476762746)"
3,4,"(0.0, 0.0)","(0.8733333333333333, 0.12227992865708157)","(0.4633333333333333, 0.15407172108500392)","(0.45, 0.07559289460184544)","(14.302970079534377, 0.4736958602719124)","(1.0434412699968865, 0.34466122690281936)"
4,5,"(0.006666666666666667, 0.025819888974716113)","(0.8866666666666667, 0.09154754164341268)","(0.5, 0.1322875655532295)","(0.47333333333333333, 0.07586799312590509)","(14.799928778739801, 0.5377862544947033)","(1.0557044172659515, 0.3542158389481334)"
