budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.0, 0.0)","(0.7066666666666667, 0.1279880946844369)","(0.02666666666666667, 0.04577377082170635)","(0.0, 0.0)","(0.18, 0.11464230084422217)","(0.18266666666666667, 0.0376955220278534)","(120.5822140817996, 6.887521691150939)","(2.4641781775280833, 0.5261329614918767)"
2,"(0.0, 0.0)","(0.88, 0.10141851056742202)","(0.04, 0.06324555320336758)","(0.006666666666666667, 0.025819888974716113)","(0.36666666666666664, 0.17182493859684492)","(0.25866666666666666, 0.03067494712224262)","(121.04692081542453, 6.998196001117259)","(2.4897455949219873, 0.5039228108668685)"
3,"(0.0, 0.0)","(0.9533333333333334, 0.0915475416434127)","(0.060000000000000005, 0.07367883976130073)","(0.013333333333333334, 0.035186577527449844)","(0.4933333333333333, 0.16242214252050852)","(0.304, 0.03561701038227982)","(121.51413840583992, 6.810407322041637)","(2.511052853742149, 0.4615692569229382)"
4,"(0.0, 0.0)","(0.9333333333333333, 0.08164965809277261)","(0.07333333333333333, 0.07988086367179803)","(0.06666666666666667, 0.06172133998483677)","(0.6066666666666667, 0.16242214252050852)","(0.336, 0.03794733192202055)","(121.35497245613175, 6.896766646995284)","(2.491064539803968, 0.4575055299232345)"
5,"(0.0, 0.0)","(0.9733333333333334, 0.05936168397046636)","(0.08, 0.07745966692414834)","(0.16, 0.14540583599999396)","(0.64, 0.15946338585572373)","(0.3706666666666667, 0.05119523787377475)","(121.15344653586702, 7.063198675523207)","(2.469853712346715, 0.471632628991681)"
