budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.0, 0.0)","(0.6266666666666667, 0.17511900715418263)","(0.26666666666666666, 0.20930724738891346)","(0.4266666666666667, 0.198086080374405)","(0.2866666666666667, 0.12459458063579461)","(0.32133333333333336, 0.09179687721631204)","(14.727667729281045, 0.4827724782159786)","(0.8150306258020767, 0.26926927100534886)"
2,"(0.0, 0.0)","(0.6466666666666667, 0.21668498091095506)","(0.28, 0.1820517979665599)","(0.5, 0.23603873774083295)","(0.4, 0.17320508075688773)","(0.36533333333333334, 0.09984750277059418)","(15.192168738419422, 0.48844844431277906)","(0.7614799979977155, 0.15551356995168786)"
3,"(0.006666666666666667, 0.025819888974716113)","(0.68, 0.21111946516469904)","(0.31333333333333335, 0.21668498091095506)","(0.48, 0.26511453050656103)","(0.4, 0.21712405933672377)","(0.376, 0.10397801965525488)","(15.568727628729539, 0.4876543849281037)","(0.7285532238000694, 0.14136569257462236)"
4,"(0.0, 0.0)","(0.74, 0.21974010622941434)","(0.34, 0.18822478962286404)","(0.5533333333333333, 0.2474633209954462)","(0.5466666666666666, 0.19591057240729093)","(0.436, 0.12193675175504481)","(15.904704226510754, 0.6502137154377741)","(0.7373467471295346, 0.15330716636372135)"
5,"(0.0, 0.0)","(0.76, 0.18439088914585774)","(0.4, 0.19272482233188631)","(0.56, 0.284855853271189)","(0.4666666666666667, 0.21269248984883135)","(0.43733333333333335, 0.11234301215897846)","(16.632410098977076, 0.7462811357257597)","(0.7356323074006165, 0.13624333888424156)"
