budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.006666666666666667, 0.025819888974716113)","(0.18666666666666668, 0.14074631010979938)","(0.11333333333333333, 0.15976172734359603)","(0.08666666666666667, 0.0915475416434127)","(0.09333333333333334, 0.0961150104723255)","(0.09733333333333334, 0.0528429839466031)","(27.342872561176772, 1.6217423612803437)","(1.0270086460591605, 0.34908342547655025)"
2,"(0.013333333333333334, 0.035186577527449844)","(0.18666666666666668, 0.0915475416434127)","(0.1, 0.1)","(0.12666666666666668, 0.09611501047232549)","(0.060000000000000005, 0.050709255283711)","(0.09733333333333334, 0.03692979181920099)","(37.3619005853252, 3.4227379795090385)","(0.9284447200673943, 0.18382054803589765)"
3,"(0.013333333333333334, 0.035186577527449844)","(0.16666666666666666, 0.1397276262011544)","(0.08666666666666667, 0.0915475416434127)","(0.14, 0.15491933384829668)","(0.10666666666666667, 0.10327955589886445)","(0.10266666666666667, 0.054963191146005896)","(48.28651454399999, 4.822492870747454)","(0.9441926113970112, 0.2016908047519021)"
4,"(0.02, 0.056061191058138816)","(0.20666666666666667, 0.14375905768565217)","(0.11333333333333333, 0.11254628677422754)","(0.15333333333333335, 0.12459458063579461)","(0.15333333333333335, 0.09904304018720249)","(0.12933333333333333, 0.06922702472575976)","(61.204953660185375, 7.597445258986186)","(0.9579508044698741, 0.19984458327760546)"
5,"(0.04, 0.11212238211627763)","(0.16666666666666666, 0.1543033499620919)","(0.060000000000000005, 0.09102589898327995)","(0.18, 0.16987390281365428)","(0.16666666666666669, 0.13451854182690984)","(0.12266666666666667, 0.07995236677160315)","(70.45638505296277, 9.158812961839995)","(0.9425548101988777, 0.19912845304671944)"
