budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.013333333333333334, 0.035186577527449844)","(0.7266666666666667, 0.13870146083619755)","(0.3466666666666667, 0.19591057240729093)","(0.3666666666666667, 0.20586634591635514)","(0.37333333333333335, 0.17915143899851346)","(0.36533333333333334, 0.08634372064741068)","(107.50107630135025, 5.073788162034808)","(0.7041048852571596, 0.18362801990166266)"
2,"(0.013333333333333334, 0.051639777949432225)","(0.7333333333333333, 0.1447493728911492)","(0.4066666666666667, 0.13870146083619753)","(0.4266666666666667, 0.22189658681037713)","(0.3666666666666667, 0.1588650220724979)","(0.38933333333333336, 0.07959420893028647)","(107.5713313004002, 4.969910582068859)","(0.6565197418599079, 0.11267361794797025)"
3,"(0.02, 0.056061191058138816)","(0.8266666666666667, 0.1279880946844369)","(0.44, 0.1594633858557237)","(0.4666666666666667, 0.24688535993934704)","(0.38666666666666666, 0.15522640914238173)","(0.428, 0.07002040518918141)","(107.22897201948022, 4.4454713493065965)","(0.6558407608109216, 0.11480379992889328)"
4,"(0.02, 0.056061191058138816)","(0.8133333333333334, 0.12459458063579461)","(0.41333333333333333, 0.16846647257229663)","(0.47333333333333333, 0.2685055643655045)","(0.49333333333333335, 0.20862360730226462)","(0.44266666666666665, 0.12162393248197886)","(107.52660175219644, 4.490142382257626)","(0.65906532027293, 0.1212555225807717)"
5,"(0.04, 0.07367883976130073)","(0.7866666666666666, 0.15522640914238175)","(0.4666666666666667, 0.18387366263150307)","(0.44, 0.232379000772445)","(0.41333333333333333, 0.14573295865416044)","(0.42933333333333334, 0.09437513796899405)","(106.95120129813441, 4.841266580783469)","(0.6599163637496531, 0.12142886320556802)"
