,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.8666666666666667, 0.10465362369445672)","(0.22333333333333333, 0.11317916685293195)","(0.3283333333333333, 0.058145957563293944)","(0.24626421771633128, 0.019740016885862303)","(11.161878922135413, 4.5351521372495105)"
1,2,"(0.04, 0.08280786712108251)","(0.9466666666666667, 0.11254628677422755)","(0.34, 0.13522468075656266)","(0.4166666666666667, 0.0914499602957554)","(0.442081262365294, 0.01226109187110004)","(11.900638074458888, 5.367198216929184)"
2,3,"(0.14666666666666667, 0.19223002094465094)","(0.9533333333333334, 0.0915475416434127)","(0.4166666666666667, 0.11443442705426587)","(0.48333333333333334, 0.09046835805696823)","(0.6520983565986778, 0.0025612317463439)","(11.128830740670674, 4.657470433854667)"
3,4,"(0.3933333333333333, 0.25485756993344527)","(0.9466666666666667, 0.0833809387832792)","(0.47333333333333333, 0.08208590157935307)","(0.5716666666666667, 0.08010409893798612)","(0.8569195020012558, 0.0016256839220952772)","(11.187009533680975, 4.718873888791852)"
4,5,"(0.54, 0.24142434484888695)","(0.9333333333333333, 0.08997354108424373)","(0.5366666666666666, 0.10768118728560758)","(0.6366666666666667, 0.0875595035770913)","(1.0559763592590268, 0.005711513663393484)","(10.990663164745396, 5.203184834120213)"
