,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.013333333333333334, 0.051639777949432225)","(0.72, 0.10823255385643324)","(0.18666666666666668, 0.11872336794093273)","(0.27666666666666667, 0.08316649966583099)","(13.606844805274159, 0.24279437736874018)","(10.382324767997488, 4.16831915824373)"
1,2,"(0.08, 0.12649110640673517)","(0.7266666666666667, 0.18309508328682542)","(0.26666666666666666, 0.07237468644557458)","(0.335, 0.060356086212221736)","(13.911933742510154, 0.3311403847756967)","(11.817737848001222, 5.682658952467691)"
2,3,"(0.16, 0.2097617696340303)","(0.8133333333333334, 0.12459458063579462)","(0.31333333333333335, 0.13291601358251257)","(0.4, 0.10938137736509684)","(14.336858110370425, 0.3262475794456765)","(11.032274951871175, 5.330409210845238)"
3,4,"(0.2866666666666667, 0.2474633209954462)","(0.8533333333333334, 0.13557637102737477)","(0.4033333333333333, 0.15976172734359606)","(0.4866666666666667, 0.11567606658662102)","(14.636743155214935, 0.5071067536164665)","(11.654809862623612, 5.50698633497949)"
4,5,"(0.27999999999999997, 0.2274077520980446)","(0.8333333333333334, 0.14960264830861913)","(0.37, 0.101418510567422)","(0.4633333333333333, 0.10473890440155507)","(15.12832478392714, 0.490760280412879)","(10.98886004188874, 4.161560515170346)"
