,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.10666666666666667, 0.13870146083619753)","(0.7666666666666667, 0.12344267996967355)","(0.34, 0.15023790657297037)","(0.3883333333333333, 0.10768118728560758)","(13.606844805274159, 0.24279437736874018)","(10.382324767997488, 4.16831915824373)"
1,2,"(0.3, 0.253546276418555)","(0.7733333333333333, 0.16676187756655841)","(0.45, 0.12392393980641052)","(0.49333333333333335, 0.12516655570345725)","(13.911933742510154, 0.3311403847756967)","(11.817737848001222, 5.682658952467691)"
2,3,"(0.38666666666666666, 0.26149751888106393)","(0.8666666666666667, 0.12909944487358058)","(0.48, 0.15560940111151933)","(0.5533333333333333, 0.13425278218275227)","(14.336858110370425, 0.3262475794456765)","(11.032274951871175, 5.330409210845238)"
3,4,"(0.41333333333333333, 0.31137177288954915)","(0.8266666666666667, 0.12227992865708155)","(0.5766666666666667, 0.16888993316302048)","(0.5983333333333333, 0.15597237240095102)","(14.636743155214935, 0.5071067536164665)","(11.654809862623612, 5.50698633497949)"
4,5,"(0.5066666666666667, 0.3195234546871921)","(0.8266666666666667, 0.11629191512658792)","(0.5566666666666666, 0.11159023681479019)","(0.6116666666666667, 0.12351498848703496)","(15.12832478392714, 0.490760280412879)","(10.98886004188874, 4.161560515170346)"
