,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.08666666666666667, 0.13557637102737477)","(0.8733333333333333, 0.14375905768565217)","(0.36333333333333334, 0.14695318334503032)","(0.4216666666666667, 0.09630062057852756)","(17.91534240806941, 1.4117181022091132)","(14.698543201534388, 7.974144095672184)"
1,2,"(0.5666666666666667, 0.19518001458970663)","(0.9133333333333333, 0.11254628677422755)","(0.54, 0.10385429353529052)","(0.64, 0.07606388292556647)","(22.112279007587738, 1.0156450450205277)","(12.862823942338583, 6.42980491960595)"
2,3,"(0.7066666666666667, 0.22824381283013587)","(0.9333333333333333, 0.08164965809277261)","(0.6433333333333333, 0.14251148658800739)","(0.7316666666666667, 0.09564940942739544)","(26.507783777243457, 1.4483887259727277)","(11.063412088458426, 4.875635283860654)"
3,4,"(0.7333333333333334, 0.21602468994692867)","(0.9400000000000001, 0.09102589898327995)","(0.7, 0.10856202966836188)","(0.7683333333333333, 0.07645415682118335)","(30.49372673665639, 1.7118229547003012)","(10.914720985332194, 4.256870542280746)"
4,5,"(0.7333333333333334, 0.2058663459163551)","(0.96, 0.06324555320336757)","(0.75, 0.1267731382092775)","(0.7983333333333333, 0.0868427698007535)","(35.287850611156315, 2.4257331966526023)","(11.724259794255097, 5.200714717175827)"
