,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.96, 0.05070925528371099)","(0.13333333333333333, 0.2058663459163551)","(0.013333333333333334, 0.051639777949432225)","(0.5599999999999999, 0.1121223821162776)","(0.3333333333333333, 0.049952358255022304)","(433.8882570354889, 26.993648788303883)","(6.812693027919158, 3.7630826635062444)"
1,2,"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.17333333333333334, 0.21865389045137937)","(0.15333333333333332, 0.24746332099544618)","(0.6933333333333334, 0.16242214252050854)","(0.4026666666666667, 0.07959420893028649)","(808.3594627250607, 44.1094388438675)","(6.852536298303554, 2.961746139071494)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.19333333333333333, 0.2433887738538802)","(0.8933333333333333, 0.1162919151265879)","(0.7533333333333333, 0.16846647257229666)","(0.568, 0.08809086218218094)","(1142.8558421270145, 72.36287254587488)","(7.099564061795051, 2.4157588730522215)"
3,4,"(0.0, 0.0)","(0.9866666666666667, 0.03518657752744983)","(0.17333333333333334, 0.23441924185608345)","(1.0, 0.0)","(0.8266666666666667, 0.1279880946844369)","(0.5973333333333334, 0.055480584334479)","(1494.9465145260717, 60.82632411660582)","(6.699793444775666, 1.6674649356949203)"
4,5,"(0.0, 0.0)","(0.9866666666666667, 0.03518657752744983)","(0.21333333333333332, 0.24162150645369376)","(1.0, 0.0)","(0.8666666666666667, 0.1447493728911492)","(0.6133333333333333, 0.057899749156459665)","(1830.6759631481332, 100.04706504513022)","(6.882037389759595, 2.1837442214908886)"
