,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.92, 0.07745966692414832)","(0.02666666666666667, 0.04577377082170635)","(0.013333333333333334, 0.051639777949432225)","(0.52, 0.14735767952260145)","(0.296, 0.03718678720805473)","(4756.4028965103125, 138.98144360674738)","(1.5171006929905464, 0.44684354501766704)"
1,2,"(0.0, 0.0)","(0.9466666666666667, 0.07432233529572063)","(0.02666666666666667, 0.04577377082170635)","(0.12666666666666668, 0.18309508328682536)","(0.6133333333333333, 0.14074631010979935)","(0.3426666666666667, 0.06088240030309799)","(4316.5492176059015, 149.52607384799919)","(1.4608233815369507, 0.4268269521125459)"
2,3,"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.04, 0.06324555320336758)","(0.1, 0.19639610121239315)","(0.64, 0.11212238211627762)","(0.3546666666666667, 0.049261208538429774)","(3974.8728772584195, 166.63130548690978)","(1.4322312807198614, 0.42033853203633154)"
3,4,"(0.0, 0.0)","(0.9733333333333334, 0.04577377082170634)","(0.05333333333333334, 0.06399404734221845)","(0.08, 0.13201731488169052)","(0.6733333333333333, 0.15796322658258458)","(0.356, 0.05138093031466051)","(3865.3410376810157, 176.09207488587163)","(1.51668779887259, 0.5122434223391035)"
4,5,"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.04666666666666667, 0.06399404734221845)","(0.05333333333333334, 0.11254628677422755)","(0.72, 0.17402791237532644)","(0.3626666666666667, 0.04832430129073876)","(3751.724602560932, 144.85239506400248)","(1.4541031457018108, 0.5534281790379326)"
