,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.9266666666666666, 0.10327955589886445)","(0.11333333333333333, 0.188477610139267)","(0.0, 0.0)","(0.49333333333333335, 0.1486446705914413)","(0.3066666666666667, 0.05380741673076394)","(17.326764086758097, 0.33309747019023894)","(1.6150449790991843, 0.7033546010853962)"
1,2,"(0.0, 0.0)","(0.9466666666666667, 0.06399404734221843)","(0.15333333333333335, 0.20998866182543785)","(0.0, 0.0)","(0.6266666666666667, 0.15337473561121312)","(0.3453333333333333, 0.0474893471763731)","(17.735691098775714, 0.44400764203994264)","(1.483143292615811, 0.40772319100339227)"
2,3,"(0.0, 0.0)","(0.9533333333333334, 0.05163977794943221)","(0.12666666666666665, 0.21865389045137937)","(0.12666666666666668, 0.19808608037440498)","(0.6066666666666667, 0.1830950832868254)","(0.3626666666666667, 0.05993647430722758)","(18.035886673737938, 0.6851083619446177)","(1.5603726801462472, 0.5208374668712413)"
3,4,"(0.0, 0.0)","(0.9666666666666667, 0.04879500364742665)","(0.16, 0.23543273227945902)","(0.25333333333333335, 0.22949219304078008)","(0.66, 0.15491933384829668)","(0.40800000000000003, 0.07282071918662397)","(18.82103343803125, 0.592572677131641)","(1.583548941804717, 0.4894007722534616)"
4,5,"(0.0, 0.0)","(0.96, 0.06324555320336757)","(0.15333333333333332, 0.24162150645369376)","(0.3, 0.31167748898959186)","(0.7333333333333334, 0.11751393027860065)","(0.42933333333333334, 0.07362711715769119)","(19.726274709745, 0.6078647337670743)","(1.5621792585899432, 0.3509934622866044)"
