budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.013333333333333334, 0.035186577527449844)","(0.84, 0.2693908472302438)","(0.4033333333333333, 0.29122074756020355)","(0.415, 0.19475259030003025)","(1233.6898890164177, 89.22928165439876)","(3.638711330938774, 4.0847556789799695)"
2,"(0.09333333333333334, 0.12227992865708155)","(0.88, 0.2541090879355333)","(0.5733333333333334, 0.25902748521197144)","(0.53, 0.1880824287380403)","(1141.58960265882, 63.180079990258356)","(3.132633879932109, 3.648895703487484)"
3,"(0.08, 0.12649110640673517)","(0.9133333333333333, 0.2587515815456612)","(0.6133333333333333, 0.2503331114069145)","(0.555, 0.18497104020436742)","(1094.6548661463273, 65.77326838499643)","(3.1774005961216365, 3.7447138705267107)"
4,"(0.04666666666666667, 0.0833809387832792)","(0.9066666666666666, 0.26313132697969516)","(0.6366666666666667, 0.24528894525980308)","(0.5566666666666666, 0.1855172947912584)","(1058.7160572031125, 61.3470829472113)","(3.189727521536406, 3.8913229183881857)"
5,"(0.07333333333333333, 0.13870146083619753)","(0.9066666666666666, 0.25764501233470904)","(0.6733333333333333, 0.30814344217000783)","(0.5816666666666667, 0.21783567419589692)","(1032.2855112153532, 54.134621431792596)","(3.5106459396658467, 3.9908908769798406)"
