high_margin,low_margin,other,total,budget,time,time_defense
"(0.02666666666666667, 0.05936168397046637)","(0.4, 0.2)","(0.15666666666666668, 0.09232447954800245)","(0.185, 0.07183811165192391)",1,"[0.0301999990188051, 0.055054583004675806, 0.025738770054886118, 0.025278092041844502, 0.05141503404593095, 0.025626459188060835, 0.025379686907399446, 0.052004962926730514, 0.02618083992274478, 0.02775502685108222, 0.05687248209142126, 0.027972497802693397, 0.02533243491780013, 0.04934833708102815, 0.02451362501597032]","[2.1979830479831435, 1.159072817012202, 1.4339454940054566, 0.5817612649989314, 1.1646426809893455, 1.3913042110216338, 1.5069594400119968, 1.2921353359997738, 3.6346991609898396, 10.064176841988228, 10.112083889980568, 12.793432617007056, 1.035417745995801, 1.0306422039866447, 1.3102363930083811]"
"(0.08666666666666667, 0.13557637102737477)","(0.49333333333333335, 0.198086080374405)","(0.2733333333333333, 0.12227992865708154)","(0.2816666666666667, 0.11238750989746317)",2,"[0.04152071100543253, 0.060348502098349854, 0.06614891008939594, 0.046758232929278165, 0.0622383588925004, 0.06077268905937672, 0.04909133701585233, 0.06335165307973512, 0.07013580406783149, 0.0542717921489384, 0.07677133797551505, 0.0862748050421942, 0.04522208706475794, 0.05956473603146151, 0.06033545403624885]","[1.2322828489996027, 0.9832683709973935, 1.2829823049833067, 0.5753602139884606, 1.7435215240111575, 1.3844686509983148, 1.4975319539953489, 1.2849685410037637, 3.615398412977811, 9.177823241974693, 9.85704461100977, 10.977903438004432, 1.0509563030209392, 1.0483859470114112, 1.319916091975756]"
"(0.04, 0.09102589898327995)","(0.54, 0.25856748221140036)","(0.37333333333333335, 0.16888993316302048)","(0.33166666666666667, 0.1279880946844369)",3,"[0.08247561601456255, 0.0804980119864922, 0.09215113290701993, 0.08673948497744277, 0.09492208904703148, 0.0915419148223009, 0.09086596194538288, 0.09689917301875539, 0.09512849291786551, 0.08763645990984514, 0.08815326495096087, 0.11085442709736526, 0.07542838001972996, 0.09365126892225817, 0.0909476428932976]","[1.1923837009817362, 1.0393509249843191, 1.2680167510116007, 0.5749476730125025, 1.4698968720040284, 1.3821368020144291, 1.49560374597786, 1.2853913139842916, 2.9720166149782017, 9.093456511007389, 10.54168470800505, 11.330577015003655, 1.030716831999598, 0.9798115150188096, 1.3111426609975751]"
"(0.05333333333333334, 0.0990430401872025)","(0.5599999999999999, 0.22296700588716195)","(0.2966666666666667, 0.12315302134607443)","(0.3016666666666667, 0.11590739324790204)",4,"[0.09867606509942561, 0.11894664107239805, 0.11655151497689076, 0.11110392399132252, 0.11266825193888508, 0.1392450098937843, 0.11857660106034018, 0.12196821605903096, 0.13874785404186696, 0.11382132803555578, 0.11398207096499391, 0.12061321281362325, 0.0912534479284659, 0.12728364593931474, 0.11296329795732163]","[1.251976416009711, 0.9819787990127224, 1.2403436479798984, 0.5965584270015825, 2.125090466986876, 1.383361070009414, 1.4975525170157198, 1.2876087949844077, 2.97350257699145, 9.091575511003612, 10.541506431007292, 10.975476549996529, 1.2496506070019677, 1.0497679120162502, 1.3193343569873832]"
"(0.08, 0.18593393604027364)","(0.5333333333333333, 0.23804761428476168)","(0.33, 0.1544575762374344)","(0.31833333333333336, 0.13378643251021205)",5,"[0.14026223294786178, 0.15518412090023048, 0.13636436199885793, 0.1297206279996317, 0.13256695511518046, 0.13571730110561475, 0.14299109007697552, 0.13554526408552192, 0.14342787297209725, 0.1478068910073489, 0.14403117101755925, 0.16296014608815312, 0.11698430895921774, 0.12945478115580045, 0.12475307495333254]","[1.242653976980364, 0.9889110999938566, 1.2853262230055407, 0.5755186729948036, 0.8356367560045328, 1.384487806004472, 1.4965092909988016, 1.2869880700018257, 3.614519691996975, 9.69378893999965, 9.94302617100766, 12.79476647899719, 1.1612055180012248, 1.0715056069893762, 1.3567924050148576]"
