budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.006666666666666667, 0.025819888974716113)","(0.8533333333333334, 0.26149751888106393)","(0.29, 0.18341989298562233)","(0.36, 0.13912994953331528)","(84.87557846398171, 2.4109820051877606)","(4.084039511401595, 3.9051982202340474)"
2,"(0.04, 0.07367883976130073)","(0.86, 0.26403462976338105)","(0.5233333333333333, 0.2389460987236203)","(0.4866666666666667, 0.16362704398665132)","(85.9693630862205, 1.8775155854826566)","(3.852589409732415, 3.8434359079067897)"
3,"(0.04, 0.09102589898327995)","(0.9, 0.2645751311064591)","(0.5466666666666666, 0.2642149197330155)","(0.5083333333333333, 0.17820199881301102)","(86.09597684233061, 1.3309613248505412)","(3.8584352931318184, 4.150585756275165)"
4,"(0.04666666666666667, 0.0915475416434127)","(0.9, 0.2563479777846623)","(0.5633333333333334, 0.2648899142411177)","(0.5183333333333333, 0.18211717839530311)","(86.00244159719053, 1.3266545908169503)","(3.683239262541368, 3.86795987888316)"
5,"(0.03333333333333333, 0.06172133998483677)","(0.9133333333333333, 0.2559761893688738)","(0.6033333333333334, 0.24088131833707968)","(0.5383333333333333, 0.17572977090109798)","(85.93823158691715, 1.5952521522204128)","(3.5844144581933506, 3.7981921556427385)"
