budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.03333333333333333, 0.06172133998483677)","(0.43333333333333335, 0.19148542155126763)","(0.13666666666666666, 0.12315302134607443)","(0.185, 0.10035650736961989)","(0.08141955270742376, 0.04430762896958417)","(3.4060772423011563, 3.982009831827957)"
2,"(0.16, 0.2164651077128664)","(0.54, 0.2164651077128664)","(0.3233333333333333, 0.16131896827034792)","(0.33666666666666667, 0.1438832198429718)","(0.18915987835886577, 0.016496311611086462)","(3.1486206020849448, 3.7700098364270507)"
3,"(0.13333333333333333, 0.20930724738891343)","(0.5133333333333333, 0.21668498091095506)","(0.32, 0.16234883078464982)","(0.32166666666666666, 0.14511899878900697)","(0.3235452885584285, 0.022417317755800067)","(3.068385336672266, 3.6535647177649384)"
4,"(0.07333333333333333, 0.16242214252050852)","(0.5533333333333333, 0.17674302033770733)","(0.3566666666666667, 0.16460631244043497)","(0.33499999999999996, 0.1234908903522847)","(0.5088962660947194, 0.050551038589150936)","(3.199973831217115, 3.7844640876892375)"
5,"(0.09333333333333334, 0.17099150633319551)","(0.54, 0.17237832147426693)","(0.41333333333333333, 0.18657310580446426)","(0.365, 0.13653884847491993)","(0.803688723873347, 0.0800957553372608)","(3.2272490232096365, 3.848479943908362)"
