budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.03333333333333333, 0.06172133998483677)","(0.8066666666666666, 0.26850556436550455)","(0.42, 0.291425070006977)","(0.42, 0.19825128354835797)","(1233.6898890164177, 89.22928165439876)","(3.638711330938774, 4.0847556789799695)"
2,"(0.1, 0.12535663410560177)","(0.8533333333333334, 0.27996598432836867)","(0.5933333333333334, 0.23593784492248518)","(0.535, 0.19081591727556244)","(1141.58960265882, 63.180079990258356)","(3.132633879932109, 3.648895703487484)"
3,"(0.10666666666666667, 0.14864467059144132)","(0.84, 0.31577568892219315)","(0.6166666666666667, 0.24470584868562578)","(0.545, 0.18997180241890035)","(1094.6548661463273, 65.77326838499643)","(3.1774005961216365, 3.7447138705267107)"
4,"(0.11333333333333333, 0.15522640914238173)","(0.8466666666666667, 0.31592645316516915)","(0.6533333333333333, 0.22397916569776455)","(0.5666666666666667, 0.18167540389648892)","(1058.7160572031125, 61.3470829472113)","(3.189727521536406, 3.8913229183881857)"
5,"(0.12000000000000001, 0.15675276256394519)","(0.8666666666666667, 0.2845213189769458)","(0.7366666666666667, 0.2573676266318187)","(0.615, 0.19793577601982779)","(1032.2855112153532, 54.134621431792596)","(3.5106459396658467, 3.9908908769798406)"
